Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
"Dijual Hunian Rumah Nyaman 3 KT di Cijantung, Jakarta Timur",670000000,Jakarta,Jakarta Timur,,3,2,54.0,52.0,2200.0,2.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Kelapa Gading, Jakarta Utara",5600000000,Jakarta,Jakarta Utara,Kelapa Gading,4,3,180.0,250.0,5500.0,1.0,secondary
Rumah Minimalis 3 Kamar LT 90m2 di Green Lake City,2400000000,Jakarta,Jakarta Barat,,3,3,90.0,125.0,2200.0,2.0,secondary
Rumah Modern Minimalis 2 Kamar Siap Huni di Cengkareng,650000000,Jakarta,Jakarta Barat,Cengkareng,2,1,46.0,40.0,2200.0,2.0,secondary
Siap Huni Rumah Mewah 4 Kamar di Cengkareng Dekat ke Mana Pun,5000000000,Jakarta,Jakarta Barat,Cengkareng,4,3,200.0,300.0,5500.0,2.0,secondary
"Dijual Rumah Mewah Elegan Dengan View Eksklusif di Bintaro, Jakarta Selatan",2700000000,Jakarta,Jakarta Selatan,,4,3,310.0,250.0,2200.0,0.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Radio Dalam, Jakarta Selatan",11500000000,Jakarta,Jakarta Selatan,,5,3,382.0,284.0,7700.0,2.0,secondary
Siap Huni Hunian Elit 5 Kamar di Palmerah Dekat ke Mana Saja,9500000000,Jakarta,Jakarta Barat,Palmerah,5,3,350.0,450.0,7700.0,1.0,secondary
Rumah Elit Modern Siap Huni di Petukangan Jakarta Selatan,5500000000,Jakarta,Jakarta Selatan,,5,3,403.0,357.0,2200.0,2.0,secondary
For Sale! Premium House LT 167m2 Desain Elegan di Bintaro,3600000000,Jakarta,Jakarta Selatan,,4,3,167.0,171.0,4400.0,2.0,secondary
Rumah Minimalis 2 KT di Semanan Jakarta Barat Unfurnished,1680000000,Jakarta,Jakarta Barat,,2,2,84.0,69.0,2200.0,2.0,secondary
Rumah Luxury Modern Siap Huni di Cideng Jakarta Pusat,6500000000,Jakarta,Jakarta Pusat,,5,4,247.0,320.0,3300.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Kedoya Selatan Jakarta Barat,7000000000,Jakarta,Jakarta Barat,,4,2,186.0,450.0,11000.0,3.0,secondary
Rumah Modern 3 Kamar LT 66m2 di Metland Puri,2200000000,Jakarta,Jakarta Barat,,3,2,66.0,82.0,2200.0,2.0,secondary
"Dijual Rumah Luas Elegan Dengan View Eksklusif di Pondok Kelapa, Jakarta Timur",2750000000,Jakarta,Jakarta Timur,,4,3,175.0,250.0,3500.0,2.0,secondary
"Hunian Cantik Minimalis Lb 148m2 di Duren Sawit, Jakarta Timur",2170000000,Jakarta,Jakarta Timur,Duren Sawit,4,3,90.0,148.0,3500.0,2.0,secondary
Siap Huni Rumah Mewah 5 Kamar di Cempaka Putih Dekat ke Mana Saja,8500000000,Jakarta,Jakarta Pusat,Cempaka Putih,5,6,183.0,427.0,5500.0,3.0,secondary
Rumah Modern 4 KT LT 79m2 di Pondok Bambu,2000000000,Jakarta,Jakarta Timur,,4,4,79.0,125.0,2200.0,3.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Kayu Putih, Jakarta Timur",3500000000,Jakarta,Jakarta Timur,,4,4,96.0,200.0,2200.0,3.0,secondary
"Dijual Rumah Luas Elegan Dengan View Eksklusif di Condet, Jakarta Timur",16500000000,Jakarta,Jakarta Timur,,7,5,844.0,650.0,11000.0,2.0,secondary
For Sale! Premium House LT 590m2 Desain Modern di Jatiwaringin,8700000000,Jakarta,Jakarta Timur,,6,3,590.0,300.0,3500.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Duren Sawit Jakarta Timur SHM,2400000000,Jakarta,Jakarta Timur,Duren Sawit,3,2,107.0,135.0,2200.0,2.0,secondary
"Best Deal Hunian Mewah Ideal dan Luas di Cempaka Putih, Jakarta Pusat",5850000000,Jakarta,Jakarta Pusat,Cempaka Putih,4,4,169.0,290.0,3500.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Cilandak, Jakarta Selatan",12000000000,Jakarta,Jakarta Selatan,Cilandak,6,4,221.0,400.0,7700.0,3.0,secondary
Ready to Use! Premium House LT 117m2 Desain Elegan di Pondok Kelapa,2550000000,Jakarta,Jakarta Timur,,4,2,117.0,113.0,2200.0,2.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Duren Sawit,2000000000,Jakarta,Jakarta Timur,Duren Sawit,5,2,120.0,100.0,2200.0,2.0,secondary
Rumah Minimalis 3 Kamar LT 58m2 di Cibubur,764000000,Jakarta,Jakarta Timur,,3,2,58.0,70.0,2200.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 200m2 di Cakung, Jakarta Timur",1350000000,Jakarta,Jakarta Timur,Cakung,3,3,66.0,200.0,2200.0,3.0,secondary
Rumah Elit Modern Siap Huni di Rawamangun Jakarta Timur,2900000000,Jakarta,Jakarta Timur,,10,3,173.0,190.0,4400.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Cipayung,865000000,Jakarta,Jakarta Timur,Cipayung,3,2,45.0,80.0,2200.0,2.0,secondary
Rumah Minimalis 4 Kamar LT 170m2 di Pondok Bambu,2400000000,Jakarta,Jakarta Timur,,4,4,170.0,93.0,2200.0,3.0,secondary
Rumah Modern Cantik 3 Kamar Siap Huni di Ciracas,1380000000,Jakarta,Jakarta Timur,Ciracas,3,2,60.0,127.0,2200.0,3.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Kalisari Jakarta Timur,690000000,Jakarta,Jakarta Timur,,3,2,40.0,52.0,2200.0,2.0,secondary
Rumah Modern 4 KT di Bambu Apus Jakarta Timur Unfurnished,2260000000,Jakarta,Jakarta Timur,,4,3,85.0,137.0,2200.0,3.0,secondary
Dijual Rumah 4 Kamar Lokasi Strategis Bagus dan Strategis di Kramat Jati,1680000000,Jakarta,Jakarta Timur,Kramat Jati,4,3,65.0,127.0,2200.0,3.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 70m2 di Duren Sawit, Jakarta Timur",1450000000,Jakarta,Jakarta Timur,Duren Sawit,3,2,55.0,70.0,2200.0,2.0,secondary
Rumah Modern 3 KT LT 80m2 di Cijantung,1450000000,Jakarta,Jakarta Timur,,3,2,80.0,90.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Cibubur Jakarta Timur,850000000,Jakarta,Jakarta Timur,,3,2,63.0,80.0,2200.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Rawamangun, Jakarta Timur",2900000000,Jakarta,Jakarta Timur,,5,5,75.0,260.0,3500.0,4.0,secondary
"Hunian Cantik Modern Lb 90m2 di Cipayung, Jakarta Timur",850000000,Jakarta,Jakarta Timur,Cipayung,3,2,50.0,90.0,2200.0,2.0,secondary
"Hunian Cantik Modern Lb 82m2 di Ciracas, Jakarta Timur",1140000000,Jakarta,Jakarta Timur,Ciracas,3,2,52.0,82.0,2200.0,2.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Kalisari Jakarta Timur,800000000,Jakarta,Jakarta Timur,,3,2,50.0,56.0,2200.0,2.0,secondary
"Hunian Cantik Minimalis Lb 127m2 di Kramat Jati, Jakarta Timur",1880000000,Jakarta,Jakarta Timur,Kramat Jati,4,3,65.0,127.0,2200.0,3.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Pondok Bambu Jakarta Timur,3500000000,Jakarta,Jakarta Timur,,4,4,166.0,128.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Cijantung Jakarta Timur,825000000,Jakarta,Jakarta Timur,,3,2,60.0,68.0,2200.0,2.0,secondary
"Jual Rumah Luas Megah Dengan View Eksklusif di Bambu Apus, Jakarta Timur",3280000000,Jakarta,Jakarta Timur,,4,3,96.0,223.0,3500.0,3.0,secondary
Rumah Modern Cantik 4 KT Bisa Langsung Pindah di Cipayung,1680000000,Jakarta,Jakarta Timur,Cipayung,4,3,75.0,130.0,2200.0,3.0,secondary
"Jual Rumah Bagus Siap Huni LB 127m2 di Ciracas, Jakarta Timur",1450000000,Jakarta,Jakarta Timur,Ciracas,4,3,60.0,127.0,2200.0,3.0,secondary
"Jual Rumah Eksklusif 3 KT di Kalisari, Jakarta Timur",1350000000,Jakarta,Jakarta Timur,,3,2,78.0,90.0,2200.0,2.0,secondary
Rumah Modern 3 KT di Cijantung Jakarta Timur Unfurnished,950000000,Jakarta,Jakarta Timur,,3,2,75.0,83.0,1300.0,2.0,secondary
Rumah Elit Modern Tanpa Renovasi di Bambu Apus Jakarta Timur,3700000000,Jakarta,Jakarta Timur,,4,3,114.0,170.0,4400.0,3.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 97m2 di Cipayung, Jakarta Timur",1250000000,Jakarta,Jakarta Timur,Cipayung,3,2,75.0,97.0,2200.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Ciracas,1300000000,Jakarta,Jakarta Timur,Ciracas,3,2,60.0,49.0,2200.0,2.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Kalisari Jakarta Timur,1350000000,Jakarta,Jakarta Timur,,3,2,80.0,90.0,2200.0,2.0,secondary
Rumah Modern Minimalis 3 KT Bisa Langsung Pindah di Cipayung,1350000000,Jakarta,Jakarta Timur,Cipayung,3,2,63.0,110.0,2200.0,2.0,secondary
Rumah Modern Cantik 4 Kamar Siap Huni di Ciracas,1450000000,Jakarta,Jakarta Timur,Ciracas,4,3,62.0,127.0,2200.0,4.0,secondary
Rumah Minimalis 4 KT di Kalisari Jakarta Timur Unfurnished,1600000000,Jakarta,Jakarta Timur,,4,3,87.0,150.0,2200.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 75m2 di Ciracas, Jakarta Timur",1200000000,Jakarta,Jakarta Timur,Ciracas,3,2,60.0,75.0,2200.0,1.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Cipayung, Jakarta Timur",6500000000,Jakarta,Jakarta Timur,Cipayung,6,4,657.0,450.0,2200.0,1.0,secondary
"Hunian Mewah LB 180m2 Siap Pakai Desain Elegan di Kalisari, Jakarta Timur",3500000000,Jakarta,Jakarta Timur,,4,2,204.0,180.0,2200.0,1.0,secondary
"Hunian Mewah Dijual LT 1468m2 di Cipayung, Jakarta Timur",13500000000,Jakarta,Jakarta Timur,Cipayung,8,6,1468.0,950.0,10000.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Lebak Bulus, Jakarta Selatan",8900000000,Jakarta,Jakarta Selatan,,5,2,366.0,190.0,4400.0,1.0,secondary
Ready to Use! Luxury House LT 208m2 Desain Elegan di Senopati,9000000000,Jakarta,Jakarta Selatan,,7,4,208.0,300.0,3500.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Bendungan Hilir, Jakarta Pusat",19000000000,Jakarta,Jakarta Pusat,,7,4,319.0,400.0,4400.0,2.0,secondary
"Hunian Mewah LB 500m2 Siap Pakai Desain Elegan di Cinere, Jakarta Selatan",13500000000,Jakarta,Jakarta Selatan,,5,4,900.0,500.0,7700.0,3.0,secondary
"Rumah Eksklusif Dijual LT 469m2 di Kebayoran Baru, Jakarta Selatan",27000000000,Jakarta,Jakarta Selatan,Kebayoran Baru,11,5,469.0,301.0,7700.0,2.0,secondary
"Jual Rumah Luas Elegan Dengan View Eksklusif di Kemang, Jakarta Selatan",4900000000,Jakarta,Jakarta Selatan,,6,4,126.0,256.0,7700.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Kebayoran Lama, Jakarta Selatan",6900000000,Jakarta,Jakarta Selatan,Kebayoran Lama,4,4,660.0,300.0,2200.0,1.0,secondary
"Hunian Mewah LB 500m2 Siap Huni Desain Elegan di Ragunan, Jakarta Selatan",18000000000,Jakarta,Jakarta Selatan,,2,3,960.0,500.0,2200.0,1.0,secondary
"Dijual Rumah Mewah Exclusive di Tangerang, Tangerang",24000000000,Banten,Tangerang,Tangerang,5,5,495.0,565.0,19000.0,3.0,secondary
Rumah Luas Asri 2 KT Siap Pakai di BSD Tangerang,1500000000,Banten,Tangerang,,2,2,98.0,120.0,3500.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 140m2 di Tangerang, Tangerang",1200000000,Banten,Tangerang,Tangerang,4,2,106.0,140.0,2200.0,0.0,secondary
"For Sale Hunian Rumah Terawat 4 KT di BSD, Tangerang",2400000000,Banten,Tangerang,,4,4,107.0,140.0,2200.0,2.0,secondary
Rumah Minimalis 3 KT LT 135m2 di BSD,2250000000,Banten,Tangerang,,3,3,135.0,74.0,8000.0,0.0,secondary
"Jual Rumah Mewah Elegan Dengan View Eksklusif di BSD, Tangerang",22000000000,Banten,Tangerang,,4,5,480.0,300.0,7700.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di Petir, Tangerang",2950000000,Banten,Tangerang,,3,2,120.0,89.0,2200.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",5500000000,Banten,Tangerang,,5,5,250.0,286.0,5500.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di BSD, Tangerang",3100000000,Banten,Tangerang,,3,3,200.0,165.0,3300.0,2.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di BSD City, Tangerang",27500000000,Banten,Tangerang,,5,4,801.0,1046.0,7700.0,3.0,secondary
"Hunian Mewah LB 400m2 Siap Huni Desain Elegan di BSD Neo Catalonia, Tangerang",4500000000,Banten,Tangerang,,5,4,300.0,400.0,5500.0,2.0,secondary
Rumah Modern 5 KT LT 375m2 di Kreo,2500000000,Banten,Tangerang,,5,2,375.0,160.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT di BSD Tangerang Unfurnished,1700000000,Banten,Tangerang,,3,2,120.0,110.0,2200.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Ideal Bagus dan Strategis di Cisauk,850000000,Banten,Tangerang,Cisauk,2,1,84.0,65.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di BSD Griya Loka, Tangerang",1600000000,Banten,Tangerang,,3,2,112.0,98.0,2200.0,0.0,secondary
"Hunian Cantik Minimalis Lb 90m2 di Cipondoh, Tangerang",2100000000,Banten,Tangerang,Cipondoh,3,2,111.0,90.0,2200.0,2.0,secondary
Rumah Minimalis 2 KT di Jombang Tangerang Unfurnished,2100000000,Banten,Tangerang,,2,2,240.0,120.0,2200.0,0.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di BSD Tangerang,1700000000,Banten,Tangerang,,3,2,112.0,85.0,2200.0,1.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Cisauk,1100000000,Banten,Tangerang,Cisauk,3,2,91.0,70.0,2200.0,2.0,secondary
"Hunian Mewah LB 135m2 Siap Huni Desain Elegan di BSD, Tangerang",2700000000,Banten,Tangerang,,3,3,200.0,135.0,2200.0,1.0,secondary
Rumah Elit Modern Tanpa Renovasi di BSD City Tangerang,5500000000,Banten,Tangerang,,8,8,240.0,400.0,4400.0,2.0,secondary
"Rumah Mewah LB 600m2 Siap Pakai Desain Elegan di Gading Serpong, Tangerang",12500000000,Banten,Tangerang,,4,4,414.0,600.0,5500.0,2.0,secondary
"Jual Rumah Mewah Elegan Dengan View Cantik di BSD Giri Loka, Tangerang",8250000000,Banten,Tangerang,,5,4,785.0,600.0,4400.0,2.0,secondary
"Dijual Rumah Mewah Megah Dengan View Eksklusif di BSD Delatinos, Tangerang",9000000000,Banten,Tangerang,,4,6,429.0,500.0,10000.0,3.0,secondary
"Rumah Mewah LB 800m2 Siap Pakai Desain Elegan di BSD Telaga Golf, Tangerang",17000000000,Banten,Tangerang,,5,7,644.0,800.0,13300.0,2.0,secondary
Rumah Minimalis 2 Kamar LT 200m2 di Pondok Jagung,1800000000,Banten,Tangerang,,2,2,200.0,163.0,2200.0,2.0,secondary
"Dijual Rumah Luas Elegan Dengan View Cantik di BSD Giri Loka, Tangerang",13000000000,Banten,Tangerang,,5,5,632.0,317.0,10600.0,2.0,secondary
"Rumah Mewah LB 500m2 Siap Pakai Desain Elegan di Gading Serpong, Tangerang",9500000000,Banten,Tangerang,,4,3,312.0,500.0,5500.0,3.0,secondary
"Hunian Elit LB 550m2 Siap Huni Desain Elegan di Gading Serpong, Tangerang",21000000000,Banten,Tangerang,,4,4,337.0,550.0,7700.0,2.0,secondary
"Rumah Mewah LB 420m2 Siap Huni Desain Elegan di Gading Serpong, Tangerang",15000000000,Banten,Tangerang,,4,3,450.0,420.0,4400.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",15000000000,Banten,Tangerang,,4,3,450.0,400.0,5500.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Gading Serpong, Tangerang",2850000000,Banten,Tangerang,,4,2,72.0,120.0,2200.0,2.0,secondary
Rumah Modern 3 Kamar LT 72m2 di Graha Raya,1350000000,Banten,Tangerang,,3,2,72.0,60.0,2200.0,2.0,secondary
"Jual Rumah Mewah Megah Dengan View Cantik di Lippo Karawaci, Tangerang",4500000000,Banten,Tangerang,,4,3,325.0,500.0,3300.0,2.0,secondary
"Hunian Super Elit dengan Akses Paling Strategis di Cikokol, Tangerang",9000000000,Banten,Tangerang,,3,3,360.0,200.0,3500.0,1.0,secondary
Dijual Rumah 5 Kamar Lokasi Ideal Bagus dan Strategis di Ciledug,1350000000,Banten,Tangerang,Ciledug,5,3,120.0,140.0,3300.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Gading Serpong Tangerang,2500000000,Banten,Tangerang,,3,2,156.0,120.0,2200.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Bagus dan Strategis di Ciledug,850000000,Banten,Tangerang,Ciledug,3,1,105.0,55.0,2200.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Gading Serpong, Tangerang",1200000000,Banten,Tangerang,,2,1,90.0,75.0,2200.0,2.0,secondary
Rumah Modern 4 KT LT 120m2 di Lippo Karawaci,2200000000,Banten,Tangerang,,4,3,120.0,200.0,3500.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 3 Kamar di BSD, Tangerang",1950000000,Banten,Tangerang,,3,3,60.0,100.0,2200.0,3.0,secondary
Rumah Minimalis 6 KT di Graha Raya Tangerang Semi Furnished,1950000000,Banten,Tangerang,,6,2,103.0,206.0,2200.0,2.0,secondary
"Hunian Cantik Minimalis Lb 120m2 di Tangerang, Tangerang",1800000000,Banten,Tangerang,Tangerang,2,2,188.0,120.0,2200.0,0.0,secondary
Dijual Rumah 2 Kamar Lokasi Strategis Nyaman dan Strategis di Sepatan,600000000,Banten,Tangerang,Sepatan,2,1,116.0,41.0,1300.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 200m2 di Kelapa Dua, Tangerang",2200000000,Banten,Tangerang,Kelapa Dua,3,2,135.0,200.0,2200.0,2.0,secondary
"Dijual Rumah Eksklusif 2 KT di Cimone, Tangerang",1000000000,Banten,Tangerang,,2,2,89.0,63.0,1300.0,1.0,secondary
Rumah Minimalis 2 KT di Lippo Karawaci Tangerang Semi Furnished,800000000,Banten,Tangerang,,2,1,81.0,57.0,1300.0,1.0,secondary
Rumah Modern 2 KT di Cimone Tangerang Semi Furnished,900000000,Banten,Tangerang,,2,1,90.0,45.0,1300.0,1.0,secondary
"Jual Rumah Modern 2 KT di Cimone, Tangerang",835000000,Banten,Tangerang,,2,1,77.0,50.0,3500.0,1.0,secondary
"Dijual Hunian Rumah Terawat 2 KT di Cimone, Tangerang",1150000000,Banten,Tangerang,,2,2,84.0,66.0,2200.0,2.0,secondary
Rumah Luas Asri 3 KT Siap Huni di Pondok Cabe Tangerang,2500000000,Banten,Tangerang,,3,2,240.0,300.0,4400.0,2.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Mauk,1300000000,Banten,Tangerang,Mauk,3,2,141.0,78.0,4400.0,2.0,secondary
"Hunian Cantik Minimalis Lb 90m2 di Cipondoh, Tangerang",1000000000,Banten,Tangerang,Cipondoh,3,2,72.0,90.0,2200.0,2.0,secondary
"Dijual Rumah Modern 3 KT di Gading Serpong Pondok Hijau Golf, Tangerang",2300000000,Banten,Tangerang,,3,2,108.0,80.0,3300.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Pagedangan,2200000000,Banten,Tangerang,Pagedangan,3,3,66.0,86.0,2200.0,2.0,secondary
Hunian Nyaman Asri 3 KT Siap Huni di Suvarna Sutera Tangerang,1000000000,Banten,Tangerang,,3,2,66.0,79.0,2200.0,2.0,secondary
For Sale! Premium House LT 128m2 Desain Modern di Alam Sutera,4000000000,Banten,Tangerang,,5,4,128.0,240.0,5500.0,2.0,secondary
"Hunian Eksklusif Siap Huni LT 264m2 di Antapani, Bandung",2700000000,Jawa Barat,Bandung,Antapani,7,2,264.0,159.0,1300.0,1.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Margahayu,1500000000,Jawa Barat,Bandung,Margahayu,4,2,174.0,170.0,900.0,1.0,secondary
Ready to Use! Luxury House LT 328m2 Desain Modern di Pasteur,6500000000,Jawa Barat,Bandung,,6,5,328.0,568.0,4400.0,2.0,secondary
"Dijual Hunian Rumah Nyaman 3 KT di Gede Bage, Bandung",900000000,Jawa Barat,Bandung,,3,1,84.0,42.0,900.0,1.0,secondary
"Rumah Murah Dijual Area Rancaekek, Bandung Harga Rp 290 Juta",290000000,Jawa Barat,Bandung,Rancaekek,2,1,72.0,30.0,900.0,1.0,secondary
"Hunian Elit LB 200m2 Siap Pakai Desain Elegan di Cipedes, Bandung",2950000000,Jawa Barat,Bandung,,4,4,150.0,200.0,2200.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 108m2 di Batununggal, Bandung",1950000000,Jawa Barat,Bandung,Batununggal,3,2,126.0,108.0,4400.0,1.0,secondary
"Hunian Mewah LB 600m2 Siap Pakai Desain Elegan di Setra Duta, Bandung",10500000000,Jawa Barat,Bandung,,5,5,375.0,600.0,3300.0,2.0,secondary
Rumah Luas Asri 4 KT Siap Huni di Setiabudi Bandung,1700000000,Jawa Barat,Bandung,,4,1,113.0,165.0,2200.0,2.0,secondary
Rumah Modern 2 KT di Taman Holis Indah Bandung Unfurnished,1800000000,Jawa Barat,Bandung,,2,2,256.0,256.0,7700.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Mekar Wangi, Bandung",1600000000,Jawa Barat,Bandung,,2,2,54.0,75.0,2200.0,2.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Kopo Permai, Bandung",1600000000,Jawa Barat,Bandung,,2,2,235.0,100.0,1300.0,1.0,secondary
"Dijual Rumah Mewah Exclusive di Sukajadi, Bandung",3500000000,Jawa Barat,Bandung,Sukajadi,4,1,196.0,89.0,1300.0,1.0,secondary
"Hunian Super Mewah dengan Akses Paling Strategis di Sumurbandung, Bandung",16000000000,Jawa Barat,Bandung,,9,3,469.0,300.0,2200.0,2.0,secondary
"Dijual Rumah Modern 2 KT di Batujajar, Bandung",700000000,Jawa Barat,Bandung,,2,1,105.0,70.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 6 KT di Taman Holis Indah, Bandung",1600000000,Jawa Barat,Bandung,,6,3,153.0,160.0,2200.0,1.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Batununggal, Bandung",10000000000,Jawa Barat,Bandung,Batununggal,4,3,375.0,465.0,7700.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Sukajadi, Bandung",5000000000,Jawa Barat,Bandung,Sukajadi,3,2,350.0,200.0,4400.0,2.0,secondary
Rumah Modern 2 KT LT 114m2 di Taman Holis Indah,1300000000,Jawa Barat,Bandung,,2,1,114.0,60.0,3500.0,1.0,secondary
Rumah Modern 3 KT di Taman Holis Indah Bandung Unfurnished,925000000,Jawa Barat,Bandung,,3,1,90.0,70.0,3300.0,1.0,secondary
Rumah Modern 3 KT LT 161m2 di Bandung Kota,2200000000,Jawa Barat,Bandung,,3,1,161.0,86.0,1300.0,1.0,secondary
Ready to Use! Premium House LT 222m2 Desain Modern di Bandung Utara,4850000000,Jawa Barat,Bandung,,4,3,222.0,255.0,2200.0,2.0,secondary
Rumah Luxury Modern Tanpa Renovasi di Bandung Timur Bandung,3000000000,Jawa Barat,Bandung,,4,4,128.0,300.0,5500.0,3.0,secondary
Rumah Modern 2 Kamar LT 114m2 di Bandung Selatan,1400000000,Jawa Barat,Bandung,,2,1,114.0,80.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT di Bandung Kota Bandung Unfurnished,1900000000,Jawa Barat,Bandung,,3,3,198.0,210.0,2200.0,2.0,secondary
"Jual Rumah Eksklusif 2 KT di Bandung Selatan, Bandung",1550000000,Jawa Barat,Bandung,,2,1,119.0,85.0,2200.0,1.0,secondary
Rumah Minimalis 3 Kamar LT 126m2 di Bandung Kota,1000000000,Jawa Barat,Bandung,,3,1,126.0,90.0,1300.0,1.0,secondary
"Jual Rumah Modern 3 KT di Bandung Selatan, Bandung",2100000000,Jawa Barat,Bandung,,3,2,102.0,110.0,2200.0,1.0,secondary
"Dijual Rumah Eksklusif 4 KT di BKR, Bandung",2200000000,Jawa Barat,Bandung,,4,4,149.0,140.0,2200.0,1.0,secondary
Rumah Minimalis 3 KT di Pondok Hijau Bandung Semi Furnished,2100000000,Jawa Barat,Bandung,,3,2,165.0,135.0,2200.0,0.0,secondary
"Dijual Rumah Luas Elegan Dengan View Cantik di Supratman, Bandung",15900000000,Jawa Barat,Bandung,,5,3,602.0,500.0,23000.0,0.0,secondary
Ready to Use! Premium House LT 347m2 Desain Elegan di Riau,17000000000,Jawa Barat,Bandung,,5,5,347.0,320.0,5500.0,2.0,secondary
"Hunian Mewah LB 400m2 Siap Pakai Desain Elegan di Soekarno Hatta, Bandung",5250000000,Jawa Barat,Bandung,,4,4,404.0,400.0,4400.0,2.0,secondary
"For Sale Hunian Rumah Terawat 2 KT di Sariwangi, Bandung",697987123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Hunian Nyaman Asri 2 KT Siap Pakai di Cimahi Bandung,756741123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Rumah Luas Asri 3 KT Siap Pakai di Sarijadi Bandung,750000456,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 3 KT di Geger Kalong Bandung Unfurnished,750258789,Jawa Barat,Bandung,,3,1,81.0,45.0,1300.0,1.0,secondary
Rumah Minimalis 2 Kamar LT 72m2 di Setiabudi,756789123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Jual Rumah Strategis Bagus Punya 2 KT di Sukajadi Bandung SHM,698258123,Jawa Barat,Bandung,Sukajadi,2,1,72.0,45.0,1300.0,1.0,secondary
"Dijual Hunian Rumah Terawat 2 Kamar di Setra Duta, Bandung",758456123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Sukasari Bandung SHM,699123123,Jawa Barat,Bandung,Sukasari,2,1,72.0,45.0,1300.0,1.0,secondary
"For Sale Hunian Rumah Nyaman 2 KT di Sukahaji, Bandung",697369123,Jawa Barat,Bandung,,2,1,72.0,45.0,1300.0,1.0,secondary
